,accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,organization_type,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions,category,organization_type2,State_name_c,State_name,State_abv,State
703,58,260422,Children's Harbor,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9596,Alexander City,,114234,3.06,CEO,147884,86.96,580273,19483817,Health : Patient and Family Support ,31095,68.9,0,2891273,AL,3293149.0,Health , Patient and Family Support ,ALABAMA,Alabama,AL,1.0
704,85,368281,Children's Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13785,San Bernardino,,137154,3.1,Interim CEO,-688493,90.04,97727,2229677,"Human Services : Children's and Family Services , ",16554,87.26,0,3944376,CA,3705337.0,Human Services ," Children's and Family Services , ",CALIFORNIA,California,CA,6.0
705,93,1240450,The Children's Health Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3483,New York,,277720,2.37,Chief Executive Officer,-40531,70.21,1303762,6112587,Health : Treatment and Prevention Services ,-65070,78.36,0,9134166,NY,11692917.0,Health , Treatment and Prevention Services ,NEW YORK,New York,NY,36.0
706,89,585287,Children's Cup,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13048,Keller,,61329,1.33,Executive Director,433908,82.32,204521,1089528,International : Development and Relief Services ,129,85.27,0,3818325,TX,5041912.0,International , Development and Relief Services ,TEXAS,Texas,TX,48.0
707,100,100196,Children's Dream Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11988,St. Petersburg,,123469,9.88,Executive Director,163692,86.77,141090,1647752,Health : Patient and Family Support ,343963,90.64,0,1008316,FL,1069331.0,Health , Patient and Family Support ,FLORIDA,Florida,FL,12.0
708,89,195698,Children's Development Academy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15180,Roswell,,91114,4.19,Executive Director,-162408,92.82,76283,2580467,Human Services : Children's and Family Services ,249560,90.71,0,1900000,GA,1218996.0,Human Services , Children's and Family Services ,GEORGIA,Georgia,GA,13.0
709,97,492422,Children's Cancer Research Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7032,Minneapolis,,222192,2.11,Chief Executive Officer,301995,65.51,2477595,4190262,"Health : Diseases, Disorders, and Disciplines , ",849317,75.51,0,7550431,MN,9973126.0,Health ," Diseases, Disorders, and Disciplines , ",MINNESOTA,Minnesota,MN,27.0
710,96,139166,Children's Cancer Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8019,Tampa,,84739,7.28,Executive Director,90089,92.6,146684,1696035,Health : Patient and Family Support ,166654,94.05,0,877591,FL,1086876.0,Health , Patient and Family Support ,FLORIDA,Florida,FL,12.0
711,92,939282,Children's Cancer Recovery Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6911,New Oxford,,61808,0.48,Executive Director,-275503,57.24,2978936,867174,International : Development and Relief Services ,486,69.23,476935,8822726,PA,12439750.0,International , Development and Relief Services ,PENNSYLVANIA,Pennsylvania,PA,42.0
712,100,364639,Children's Cancer Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7646,Portland,,194344,5.11,"CEO, Founder",763969,83.34,784594,2958217,Health : Patient and Family Support ,215631,88.21,0,2650286,OR,4347857.0,Health , Patient and Family Support ,OREGON,Oregon,OR,41.0
713,89,142099,Children's Brain Tumor Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11523,New York,,,26155.0,59.48,362648,385160.0,"Health : Diseases, Disorders, and Disciplines ",606661,70.31,0,871175.0,NY,795416,,,,,,,,
714,89,87711,The Children's Bereavement Center of South Texas,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11973,San Antonio,,Executive Director,-134630.0,96.03,159717,3617724.0,Human Services : Children's and Family Services ,-11644,91.73,0,1125277.0,TX,1233800,,,,,,,,
